monthly_sessions,conversion_rate,repeat_customer_rate,avg_delivery_days,ad_spend_to_revenue_pct,refund_rate,will_lose_customers
75673,2.5099767221208973,14.40572246858132,7.5912802404185316,12.642794906954306,4.732673937868122,0
8482,1.5689829459058053,31.492229272008544,3.7693143357963317,35.375229217497576,2.170889906412156,0
82892,2.918250128586851,7.126523055866485,2.2561497463395814,22.650679627263926,4.601429083635456,0
24834,0.2,14.697353127299492,6.728880245784949,34.630924536109084,1.7868350124242438,1
112019,1.370747379916665,39.16368646725336,6.762476656134296,17.85830018013887,5.3811146365485065,0
103091,0.6508254790127184,21.3910017699915,6.460482305023533,27.770493475099126,6.115669536257814,1
138534,1.339016426908838,32.39922605132798,6.315456739236078,29.520029539376313,4.544666802256657,0
112224,2.1981327208871546,26.36955388719246,4.858919243324904,24.459666834241336,0.29440436987010843,0
56263,1.856618699640196,22.950418439998273,7.0749654087710505,30.045451930861567,2.066412957667931,0
145191,1.797297944841588,37.638503249326895,5.408883746490918,23.33602924807491,5.129420006426321,1
62805,1.8726521028959513,21.633411753480996,4.525772878369644,19.509402469587208,4.042397287024731,0
50222,2.1627105924959547,6.192618924365295,4.8762173754892,42.054833827939646,0.1,0
136019,1.1931711664455138,15.967599080482948,9.541279397551664,36.48952866361442,6.485660767736481,1
56828,2.565479712719241,29.511917287016942,2.0300478359091345,18.39135254951823,4.273313012507665,0
13298,2.5301327763083874,27.955091063625083,6.499576208591598,31.68444305594613,2.36185067199991,1
71494,2.3080303501248807,8.329417497645618,2.1417791447525656,18.57321145298847,5.989911195133328,1
119760,2.4452267542010104,16.75657480591799,5.283533323354053,14.153153563376758,2.644919974186202,0
30041,2.2371344006469274,18.182786507977532,4.632745029691625,36.338094413989765,2.6230957647915707,1
70515,3.628058642184854,20.34530405885775,1.3299434066402442,8.959003743525944,4.716705302028072,1
21228,1.930324663157992,10.240864113984486,6.278075180867526,35.268559135765415,7.562076918484589,1
103598,1.7543334253323386,17.716288918805212,4.739923875615609,23.472776874269414,7.247174355945773,1
72404,1.3971779357140977,16.713895147404727,1.3015873148775121,23.884533969194713,4.719422997808214,0
50869,1.1741898635377304,31.715332597619195,7.179136181548504,30.0975121962329,4.92477131770064,0
35582,1.0044225699191398,32.09121310990244,8.37001235597787,31.811988119942523,5.58299786416965,1
85545,1.2889621494152652,22.54189541911184,8.480248684593144,17.73656823171092,1.4860326492613019,1
101132,1.943455694678343,20.079602041292684,6.217912881302942,33.17725608750064,5.2882966743039646,1
141165,2.2674361027981718,25.399243120391134,5.592116277154231,27.133705380252234,2.5318530637129437,0
66698,2.0409136468417293,15.83424892544425,8.156313241791594,13.439452071319618,4.636956133593161,0
25781,1.3875717780562296,12.531679178325591,8.864767170680196,24.30125516420261,3.5450647447853254,1
125236,2.720147651215971,14.59778791074283,7.7671374057512494,39.812790155589255,5.002416654228429,1
95205,2.591530137840758,17.651868360285434,3.616924795540398,42.765947982456964,4.23620693001292,0
105639,1.8722813540623864,12.365262002077289,5.902689706429844,33.17348457608677,0.1,0
16389,1.4776670842682305,25.620595590628746,6.379032288582858,14.096565118316299,4.357783423410361,1
48230,2.4387423366638394,31.297156737837085,1.8807660621655415,30.90606902455888,5.284305904598526,0
115640,2.1503788699888835,8.129016992017583,6.438721319241548,34.50860903859193,4.891856696676907,1
125174,0.8414981924679619,24.251287112160334,10.045983651958778,33.25707983318722,3.7948281075828407,1
66412,1.9456157952124762,21.800642047336645,6.779872331601583,33.84954288687918,7.284323383860812,0
121105,2.209628649659505,27.41508685536803,8.446826162883513,29.632630792475307,4.622746258243322,0
126570,1.280244170809797,23.87061231896412,5.865829460257411,25.275876611694564,4.875346600386212,1
59346,2.1518747142699546,9.464007200683692,5.353563352032357,19.916325040959816,6.088983788101137,0
134916,0.8361420117937686,11.376107011428346,6.262542780161951,7.020644814985037,4.725185999393197,0
44672,3.068948880009737,24.294235755849726,3.8683467040311346,29.39641766713351,2.203964493171593,1
37454,2.9983599880475453,34.28780919745509,3.572449625531223,27.860528436521886,0.1,0
103009,1.7979861325576283,1.8581262895699702,8.032609114338731,31.57575842824816,3.0457581959638373,0
96240,2.2907634702712585,27.4572657980158,8.244684685733036,12.624563067071058,5.521891051762233,0
22683,0.2,35.89622005287643,3.5177873688252994,32.4501668931506,3.293807337164388,0
125245,1.0749218717877338,22.469741237937868,7.435997609107729,46.54545094620777,5.602356744563459,1
31586,1.764976863878296,29.502024960264407,5.326080048787958,26.784501307779113,4.297456351840546,1
121125,1.1422935828585126,16.969309191021978,6.179617148980861,25.383346807934593,6.576132140524369,1
3089,2.571517186104527,22.806338007231233,6.420437278870127,29.09002356085701,3.409566585758678,0
119932,3.597837224598395,7.790864816918486,7.4887009362486365,46.32337024710338,4.9352296531353765,0
118464,1.0587082244565584,1.0,5.665436403726377,15.76352238300109,5.011770129070719,1
117493,1.3300292767318458,33.42765801225275,8.320323990603871,28.03206933393905,7.003203745262386,1
100397,2.188358694647944,14.150050722755582,6.1188256795198495,18.00342577702356,0.5867253873314442,0
71791,3.2888929187996965,19.444721549965696,6.748368544939066,20.529952791550052,3.083183450893685,1
106364,1.0221005499680773,10.135577467298068,3.833474816925507,25.504096921180608,5.6970322107770075,1
43014,2.1992288978455536,9.900302969161242,9.817318021409669,39.47323241613559,7.091792959557296,0
117547,3.457039080650487,22.261622999053838,6.4396498464099325,44.00990600688737,4.4801430252841605,0
84235,0.6785926814565861,16.704228058643537,6.9259948506901985,30.481421446267063,3.414591671157026,0
69919,0.9751446345233343,27.779709979946986,2.283628377576917,22.234052769765146,5.51423673734889,0
76829,1.6611147148313294,28.52538418979592,3.854595953841798,50.927388666385184,5.737405350463366,1
86173,1.583529269715671,27.20849646324607,7.975767375837461,21.724455186704798,3.2806766426653855,0
7514,2.650081030202916,26.386007909284437,6.07378223658521,20.288640856402626,4.660614624355093,1
22689,2.1933277758566705,39.77768204931886,1.672440530342148,8.250569554212731,6.361054524823938,0
38331,0.5800303522862973,13.32406230955114,7.576579857967638,39.960915692447436,7.7809179865489035,0
18950,2.412328322320649,23.45065133797082,4.412434391294553,35.682455923712936,5.485209918470584,0
67062,1.5379688901154795,35.32689820519589,8.322633971753424,50.17805536116446,4.088277793331186,0
100923,3.0195577735529913,36.645398093380365,5.324328642792601,12.104766477818742,3.8918496479241838,1
98855,1.497929970850464,9.78236350655427,5.90941337204106,40.581708074791095,5.114793114387246,0
71722,1.4907077735182113,20.876445583441303,7.857909157183297,26.701355183661274,3.7686543150410996,0
128551,2.4329052886436253,37.58121095867261,3.7050140582906756,34.061002168001366,4.379280998044776,0
85654,2.610341185869549,29.08079105199065,3.5143063843321207,9.52222858895529,1.8842474709382504,0
13721,2.358479491148963,25.952630314797727,5.107003159203785,40.680818226652974,6.594114392982318,1
115219,0.6515221460921534,21.823153065653432,7.154345599242444,33.865167513318305,1.719630545702643,0
87040,2.430427551942601,20.161990742922544,2.8382454947730187,25.610899652137824,3.135776479093975,0
95938,1.1725535586604807,26.882190630903242,2.1639308002218067,32.45112687661121,4.1951865217036275,0
85675,2.1882208892706108,21.476258750155168,7.147441854087584,18.345046989577508,7.9819737597772775,0
83929,0.8610124516807518,23.574213789555557,4.294043374865993,20.205599144183005,3.1546340302953455,0
15403,2.3570577180344507,24.785987061150372,4.715547974159434,21.365553863746037,2.6679683720792076,1
84762,1.354720876554102,17.219284715065008,1.7863791961196682,7.47272138309722,2.8983661653324124,1
119647,0.9738922797915825,29.321293738814383,4.142041371296036,34.61758494203367,7.317794335222625,0
46984,2.5710561091859194,53.14244648415419,5.484865406737699,37.91593614182566,0.1,0
91220,2.1933156173414012,6.230133606739248,7.3607557152457845,18.986558502361582,1.9945239757028261,0
6561,1.5088185588856824,27.240125241899797,3.9575396675307224,29.482030159448186,9.462577418319103,1
53429,3.1609430792168514,16.398099113810943,8.814752240464994,23.344595253707638,5.181764146983274,1
66634,1.647478062744206,29.7740257751925,4.130887951640399,29.282739620810304,1.78803010132156,0
147445,2.025686139176748,24.465574733278608,4.13381639682965,19.724227587889708,3.916164035650457,0
33758,2.2151307581428807,31.618547740424635,8.574715103795604,17.16574843912364,4.134909132135723,1
42929,1.504267252697109,35.75506576508779,5.9229203047278345,36.520748860237426,5.692250491811212,0
62462,2.3769090347199437,25.924211177681812,4.3959505419768465,25.361294148755075,7.679004005645127,1
148914,1.5732381222682204,35.32052288414178,5.1897337376388135,46.22108950853476,4.777103362558431,1
128303,1.6706893422270326,1.0,8.206147155084118,26.463099647941398,2.9204233939740787,1
7134,3.0901141118426727,39.904522979160234,8.432405639251364,16.739219596495076,5.574168884196409,1
36623,1.1675311579900534,27.750621518923403,3.866413641459488,38.26940876435939,2.603494606274278,1
123607,0.2,34.77843355745182,5.415132379841784,32.308001641460194,1.9333250080219413,0
10628,3.2887495960095157,11.801242551584783,5.680313655335146,33.268728636964234,0.48018225608710985,0
128639,4.039462362085603,15.692301183946643,3.5275197789668047,37.906006788679186,0.8697432109991983,0
43644,1.6757845876405346,25.459382941447743,5.388629894700012,19.472037061542053,2.207109687751456,0
137812,0.45052956750385165,23.82962110662537,5.510645720903401,24.727466910147125,1.6444204645982579,1
45451,1.751612819043245,26.830685880099896,7.780418957873471,24.285501685122068,4.626473054749435,1
66278,1.7710216401274645,34.84515160929966,7.914850056622402,13.092534630843817,1.6011963483519294,0
99963,1.8480609271821944,6.347796846971509,4.841581203281984,23.364098498417565,0.1,1
20689,1.1092895664625213,33.73819071717309,5.0720937122783765,39.36379457876824,1.9121764508210686,0
84440,2.463648913981182,24.08281909957927,6.828584604111271,28.373381037938472,3.056280704557161,0
76742,2.419605900228869,21.962181388754523,4.329623102145977,12.539386721550123,2.789101024256069,0
118016,0.8044755041445548,9.288847656151097,6.677280303474806,10.44160588335065,7.039049358618369,1
149423,2.55935738535591,29.03048668376865,5.324187025261571,42.647760587482715,2.7729148814216997,0
100318,3.642147985556713,1.0,3.5612028445227586,25.0968098974487,5.761846926398396,1
62559,2.137568265949648,30.483940112387128,3.586326574240707,19.525897942983825,3.9620348006382766,1
62145,1.7301398703451951,9.078941645270081,8.394117392062205,23.26008235102997,3.9153905486548024,0
63857,1.886397428473983,24.53457912617474,5.1871570417134025,11.22692245682668,2.3292394223039263,0
122475,2.4922054135748493,22.808311626720794,8.780708187796622,40.2309514951162,3.8824346968384655,0
49539,0.6154627155942254,35.695381472938834,4.47272747857018,22.069470624139704,2.4698077462051664,1
26711,2.131512562381842,22.2134483098611,6.082410402262987,39.67401527738422,4.340048628509141,0
51475,1.687628840429752,17.058614388543344,10.285353446036483,26.516517144473152,3.5275007347526235,0
5361,3.4782600103648367,18.93397304028797,3.3852265106734416,40.295319745684395,2.1107441336168,0
17709,1.8606618129560337,36.728827687546634,1.7043710002004469,28.566944990430855,5.98378867940119,0
15327,3.3343100888956156,29.362969691808935,8.073180262574466,34.53232662869076,4.85368096004285,1
116189,1.117007441774394,20.143700184768388,3.8463817892138525,33.190930460883365,3.1038745317155034,0
108909,2.4698073334422337,21.635535800354866,5.458587271787533,32.23291066251971,4.29098609407062,0
105122,2.255520211032983,8.32822909414553,4.32816357909683,29.479344771827105,3.8323549569960726,0
70357,1.304762201708174,27.88474200851541,6.036325561910632,23.671492838844152,2.264818125473452,0
108124,2.1419168917095526,6.4018429230453435,3.5989275856285157,45.1543469157286,4.140992458042327,1
25868,2.9700150694652803,31.51796465835456,5.140119824233388,16.930630149040994,2.757976490385251,0
135292,1.7409666365707195,25.286215924912657,6.399630653113069,26.043076423431597,2.1101323287598017,0
76154,0.6464298806641893,47.86951799573922,3.483382227451476,26.148858752075956,0.7544653394669503,1
140831,1.9859497388180434,12.998644462756943,4.099831940708222,30.024407533435216,3.2827852929227386,1
24542,1.2780615241659898,22.97337908959367,4.805234332802937,21.70527354105499,5.133941319167446,0
75604,1.7261272490688941,41.98287700923063,2.6423691315474436,29.147463055895876,2.6106812932422807,0
105055,1.9347297842519031,35.91389640291415,4.654878034402508,24.31157414797034,9.041417384315938,0
75352,0.6354782271875861,17.037879484201003,5.737593079805803,10.180474825621008,5.771371307305465,0
68031,0.7074733285434576,26.239674283734477,4.700902116823143,26.095522862568465,6.608660265320957,0
26599,2.3856534684204203,24.019993564150873,4.957247014136551,14.994346669698484,5.590486024147517,0
58391,1.5818250430642558,26.81955867394157,5.460196658186829,8.656142375510989,7.705729949877146,1
37337,0.2,17.0131956401517,4.188513075135372,27.36873320689385,2.4259960330549157,0
46623,2.627875229286508,23.106795972992654,6.882125131733755,30.878833420195665,0.1,0
103187,2.217895804219392,8.019476247232863,8.371956249603551,31.266980421045766,3.107748783294234,1
95281,1.4289001407708128,25.35123451868082,4.571239215609103,31.67170707019694,5.1164371510950755,1
91865,0.9465358311534067,28.50020673421832,6.4703964629554145,6.674109790593896,4.303033943495957,0
55548,2.66864631705147,21.72580587356116,5.020765689130706,12.389830720925305,4.550945221935567,0
144034,2.279480498048344,7.849491094152121,6.2309746900770095,45.73521436813671,6.641820005339745,0
14972,3.9060818261472585,33.885318628514625,8.63155906240651,15.527912399229638,4.764115148924999,1
52703,2.33615087897995,27.645250379928022,6.517319086036197,32.10841031136689,5.597825855182043,0
19464,2.3101625130096117,16.73984902299023,1.9531709223806386,19.13062378334154,2.1208745162944824,0
52163,1.8664576559131478,21.19399553161936,6.407991262893918,26.796727392675646,1.8092126215679265,1
144360,2.6534206937606326,8.993305972181613,7.965727486618018,19.667457977264057,7.228227846048975,0
56207,2.500068160998523,13.745898722220955,5.056807660003795,31.615411546196448,4.201803070294136,0
136469,3.0013800068521563,18.621886536428605,7.491269612235665,27.36774117316699,2.75354163310773,0
75269,1.5829416650901722,36.284208122801516,4.119768917696108,21.517102263557664,2.7572110129057634,0
105556,1.6516740216448302,17.60496609112524,2.5289216809554524,15.498278803192896,2.701753756723485,1
69697,1.6167174632704158,30.402136593287587,5.78233803766528,28.677741974925112,2.5820819579083167,1
41348,2.6326413769431913,18.6168379713842,1.9870465585073718,13.8728120095741,1.4337043947926804,0
115105,3.198699552237386,26.479475608518747,5.020457974212817,30.274810421208386,0.9991591955589829,0
145438,1.6329276054805595,22.58604497856198,8.073684525291005,52.264849090369,3.6099912446911615,0
41001,1.660181017765527,32.73056600092743,1.6804741885074383,39.50170051262012,2.814148259359201,0
117255,2.2512617790958394,18.65188661781442,2.9410064081722043,33.18347886894163,6.21431857088659,0
40648,1.8033907999896788,8.27471749997559,3.435935509676845,25.143927022588525,4.586153306533833,1
108099,2.761642922511912,10.180509686363674,5.37336028057808,6.612473729964748,4.530635360155967,1
118772,0.2,18.681225060572427,4.768566428707581,12.777136040998158,2.5137591848910987,1
68505,1.3386359624664843,11.509400293219473,8.298272763392175,38.827928561027136,3.7579431684400486,1
111064,1.3740669328308432,28.102120156795515,7.408696658183395,18.1024391987522,4.7220022072628804,1
42291,0.2,19.342318351419223,6.490545892137196,19.007479018359533,5.432391479425351,1
13729,1.2290892445049568,47.746065500264315,5.79126062868777,24.343495243159786,3.812216346963269,0
16265,1.267875107323259,6.622854048628682,6.286459553969655,15.379537411534454,6.1582475586484176,0
68159,1.8391162763849358,26.036331787098014,3.77603528937325,13.732312654483637,4.015978617815885,1
135585,2.890372713328211,12.72046976494331,7.2144207071132245,25.49525927218578,5.5856942370353595,1
20881,1.803951479047438,19.065986596173214,3.275911491281598,17.08470545327964,3.0202955828216993,0
69454,1.175349023783077,25.41419473340544,7.170753987804462,18.589814202211052,0.3748232668627165,0
106196,1.954436367029177,1.0,7.872285004237662,18.18808973852994,4.536717976037045,1
31949,2.8393388971530795,26.368261167880274,5.921729204176175,31.22360213834469,5.450648126293251,0
108799,1.219232947108076,43.029074622741675,5.147573882076048,23.67874309504643,5.150694663615139,0
47281,1.271540092862841,19.46561701631407,6.300619816619347,24.214280321061462,4.84437332287488,1
121681,2.4468391674193786,26.598078568055094,1.0,31.969458973088834,3.3028260680900257,1
87724,1.8227711074153596,34.249216931254,6.104516436970923,24.5796039176706,2.3865074971088154,0
82942,2.5179877525675796,22.360464999730034,5.273292004320386,23.21746231542827,5.103456538087561,1
28162,1.9890825665637626,18.190398114685166,5.398743773886018,30.70450355570171,4.85289483239655,1
70554,2.5613309184716537,1.2426359627824795,6.913065025795655,32.68197843557631,2.8782018183123474,1
128778,1.1719375087674873,30.409907193949735,5.350462156870544,24.52926500491396,6.218848378384114,1
4889,1.990332279369386,22.86831590271103,3.219586286697684,26.806077756205216,2.234268970904799,0
114260,1.8314479885094745,13.873161486118383,5.217194658349244,18.18209770266672,2.8329532424179193,0
74928,1.0272872607166954,25.265967102776937,5.635110968161649,17.393169568354743,7.27285042468333,1
108480,0.7492176417050491,18.163196431938186,5.729867823162025,33.691475019668076,5.737163875467825,1
100168,2.5485992282197296,18.715738688844745,5.823838734570137,30.449420625446216,3.283981388217955,0
65949,1.7192380942256176,30.062911561087084,7.578738089837106,30.55298438416576,4.574761419287101,0
47682,1.1821757746821362,10.616175886761555,3.327930893931705,28.80854348725522,4.309584489047676,0
94841,1.9230568504613341,34.473152860737585,5.8514009123297,26.462032758149537,0.1,1
22753,2.902415085879442,10.023138368815964,8.079859397236483,32.96411890822769,2.1870521010532364,1
88446,0.2,17.372985916447362,2.0307770061256094,35.351087610227836,3.8983067657814368,1
16014,0.8026890480773388,43.22946194066577,5.859293361560107,35.112280051906474,3.2867770468813875,0
98177,1.261690846483786,35.273547616424224,4.329242996053913,24.99222084054013,4.494205129660841,0
95054,3.1689430933762632,24.976039924954403,4.75857923105379,39.86992729908838,6.25896462589584,0
14497,2.2260695863354374,14.594697844987834,3.690384993571156,28.284606817323212,3.356928430692145,0
114108,2.6138537923689817,18.70727693300107,5.160898568599112,32.32376192565798,1.8846904077542703,1
63539,1.0878712646990154,24.732753145856964,9.182511228853809,28.820878908348796,4.649703317022091,1
118459,1.1043712997835788,24.375232323395984,2.9711392776455727,28.47006707484174,3.346753332864393,1
8158,2.3582509733781682,23.09129070374037,3.160779995042345,18.642480097496804,3.6878729983561946,0
28559,2.0466194647483573,23.691674859158155,2.896130859672991,33.01350838344826,3.4164525616938426,0
75110,2.4389910550913014,21.85624890294886,8.954836573256202,54.45294394907639,8.483675600021972,1
29857,1.8498632072572383,9.580212643599872,4.575320588957426,22.252049252099166,0.1,1
50819,2.2225149811637017,18.834892578391674,5.448721879304651,26.70994715424948,3.2233321937347075,0
99768,2.126495267924087,33.146240539868465,4.69443411778752,21.537947356527376,3.9926219487032157,0
23389,2.6222139112679406,10.316657024488826,3.611154243193817,21.119800984380653,2.4377150154344425,1
102300,2.6456066255555766,22.104444884607215,5.029698706771129,41.44449478118673,5.799651664256566,1
17303,0.704102404486584,15.80246071229156,10.41648721147312,19.270289822725353,5.6265153574392786,1
27927,0.20218515572731555,25.113504293981112,8.28414184194851,21.259195266336388,3.9044907630229186,1
88971,2.801396318121206,20.11366818933182,3.794124364415455,10.125071762686987,3.4586524893126116,1
119435,2.9501800746095492,38.77393664974669,6.795148206123372,18.423882754577527,3.776086331536706,1
27247,1.18350158438933,29.06583154190254,3.8369544546672474,8.916001070466521,3.7904266927043784,1
46398,0.512131674763497,10.881968342227886,1.9472647223075583,32.31804699211929,3.8432539437484747,1
138917,2.079227856805761,30.712280116136988,7.539021835329259,53.996972218373095,3.624001796966401,1
148473,2.7446705810804235,16.25348143737937,7.820185693287101,22.333212063494777,4.504898629184786,1
87997,3.438075617947452,18.230036286224664,7.592104502095799,9.332420670097626,5.506424129655731,0
68161,2.413038057681161,27.138190201071218,4.560269501560855,34.99999664429733,1.5394797048028463,1
53336,1.702626642731444,19.082525802698655,5.166448531996028,18.73075041069843,1.898672201533702,1
92642,1.2854955027321098,32.92855816322955,6.999531107316247,38.9934693055354,0.5029639410329527,1
89455,2.0091610333365235,16.254899384866047,6.282992074696215,23.179709522100552,5.732794800715199,0
45623,1.7605882368917949,17.810534474086367,4.712725057405912,19.681843109172192,4.500646586380927,0
5374,1.187945675416947,17.43629106451891,2.2618563597636707,24.220424442543134,5.010535031865541,1
24421,3.639004520690629,18.34361251644961,5.727750388284025,33.57776760936187,1.141003523273063,1
143866,3.428134721657705,34.99191555547813,7.658019278472226,23.725793692443435,7.569896245760276,1
63886,2.9088389468443427,30.287962936103032,3.1048234219316857,21.032752972062944,2.7822981837092846,1
73380,1.263319681752698,41.09943954012071,6.777518763351954,24.011683970211283,4.336411614222512,0
71131,2.684015459437823,46.67644203899255,6.163083390267385,13.28144815499115,5.708769321356744,1
117844,2.5117011275983216,13.692829680676603,7.000296526464667,29.9703160229398,2.0260404884078564,0
11613,2.3540364993632426,24.70419127327289,7.243950999438015,8.132734061550899,2.907351282974666,0
14244,2.9997322136350215,12.23799683356567,4.1110695161492945,21.558785456344847,4.358343549201749,0
42825,2.508296914289022,16.22394072251733,2.266081199670108,33.59385208830743,9.714946150929412,0
74025,2.5920113890434684,17.699174897443307,4.432960948634241,29.03048282932717,4.602249485704048,1
101326,2.509525026697768,13.428451258617256,7.278254635054015,31.903205729863902,7.2127223012614365,0
74624,2.2726331264016846,13.481127271015863,4.415992192948058,25.34954327281191,6.411346290383911,1
67292,0.5731110962286532,22.557156214797452,4.111913352284716,37.69746180985517,4.736020072989038,0
140798,2.066896861928446,11.83281581613593,1.8572993161507232,35.24699196769792,2.0216084567386425,0
25830,1.5550464329206999,32.42126959137633,9.005295109101878,30.461410042476746,6.11950722163647,1
86615,0.9761272338879836,14.822464625824859,7.151427282850619,35.27545777313543,1.003779316703906,0
82252,3.3454532954406595,52.09568970096392,7.039791962549529,33.504235544035765,7.201750247354184,1
72076,3.383196272708563,19.486155490356047,7.435450773558948,21.605364866531097,4.400010616436511,1
121524,3.0873764802364896,24.72017641917052,6.653416723086803,12.561010883086665,0.1,0
41512,2.2041707334846996,11.046588155339649,5.011342289640941,30.20362125842624,3.3189878099363224,1
143158,3.080500096762125,41.06091758127639,5.172471791755597,31.460892308314286,5.307895641845881,0
51072,2.0096425444814603,35.19500680802916,4.6448712708157505,36.904719911385655,3.5259522539204666,0
82660,2.1622378215182234,26.969158707361125,10.769481508830001,16.636787249547066,5.430011621987147,0
79059,1.1252229036304136,10.531974512204343,6.611824062598885,16.935689407228367,2.299951664575409,1
127767,2.317593043599072,26.106668777246202,4.572399117297131,30.599002663077705,1.3880352544247851,1
66958,2.048308742739534,12.78568953982745,6.43099354833256,25.288330111469133,3.8571091939047895,0
44114,0.9578783065324283,38.623552634733606,3.478262164287365,7.14238389428872,4.06313133457983,1
5198,1.9590423105467225,32.09194731853172,8.509013437178453,29.75108163754191,3.303231297875357,0
55824,1.9362163489145532,24.95439038487736,4.177861808385719,7.475770850110454,6.4545822932843855,1
124291,3.438048933315712,1.0,6.502170865244931,16.547434481266237,2.2995852497218845,1
